"Guid","AccountId","AssistantName","AssistantPhone","Birthdate","Department","Description","Email","EmailBouncedReason","Fax","FirstName","HomePhone","Jigsaw","LastName","LeadSource","MailingCity","MailingCountry","MailingGeocodeAccuracy","MailingLatitude","MailingLongitude","MailingPostalCode","MailingState","MailingStreet","MobilePhone","OtherCity","OtherCountry","OtherGeocodeAccuracy","OtherLatitude","OtherLongitude","OtherPhone","OtherPostalCode","OtherState","OtherStreet","Phone","ReportsToId","Salutation","Title","ccrz__CompanyName__c","ccrz__CompanyType__c","ccrz__DataId__c","ccrz__IsPortalUser__c","ccrz__SelfRegistered__c"
2b437429-d39d-4d25-8f2d-89a77bd330d4,8988155c-2f4b-4674-b884-b4afcb96d5f4,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+851@gmail.com.invalid,"#N/A","#N/A",Barbabra,"#N/A","#N/A",Jerrie,"#N/A",GLENTHOMPSON,Australia,"#N/A","#N/A","#N/A","#N/A",VIC,88 Bailey Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3293,"#N/A","#N/A",(03) 5338 4060,"#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
2b57b2d2-e5dd-40f3-961c-820af900ec20,e04f4ccc-84f5-4bd2-ab5a-c36b3df95fb3,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+762@gmail.com.invalid,"#N/A","#N/A",Coralie,"#N/A","#N/A",Spenser,"#N/A",KALANG,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,32 Railway Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2454,"#N/A","#N/A",(03) 5338 4025,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
2b733786-40ee-42c8-8996-23af15e1c9e2,d99417b6-f524-4870-8bc3-47c0ee2c6eff,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+479@gmail.com.invalid,"#N/A","#N/A",Chrystel,"#N/A","#N/A",Paten,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",011 49 69 3576 6843,"#N/A","#N/A","Vice President, IT",Prodly,"#N/A","#N/A",false,false
2b8ed1a3-81e2-4e6b-b474-a45b4e35b061,5faf4444-81b7-49f6-9f1a-9863753d536b,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+23@gmail.com.invalid,"#N/A","#N/A",Elianore,"#N/A","#N/A",Richy,"#N/A",London,UK,"#N/A","#N/A","#N/A",SW6 0EP,"#N/A",39 Crown Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",077 6365 8742,"#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
2b996ae7-63d5-46e4-9b56-1e74541b4e18,bd7aff28-8cb6-400f-89ef-20a245f7806b,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+374@gmail.com.invalid,"#N/A","#N/A",Dulcie,"#N/A","#N/A",Rooney,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(206) 326-6201,"#N/A","#N/A",Chief Financial Officer,Prodly,"#N/A","#N/A",false,false
2bec35ea-e051-44e5-b693-f8242c6f4c8f,bae03865-f2de-45dd-a6b7-52b75996aa77,"#N/A","#N/A",1979-10-28,"#N/A","#N/A",jmanningcongagdo+518@gmail.com.invalid,"#N/A","#N/A",Cornela,"#N/A","#N/A",Kelley,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(442) 344-4953,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
2bfc4c18-144a-4080-96bf-46b9a49fcc04,631a873b-07cd-41f0-be06-8bbfa16fe365,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+806@gmail.com.invalid,"#N/A","#N/A",Aurelia,"#N/A","#N/A",Russ,"#N/A",GLENTHOMPSON,Australia,"#N/A","#N/A","#N/A","#N/A",VIC,88 Bailey Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3293,"#N/A","#N/A",(03) 5338 4042,"#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
2d2f1d9b-17b6-44ce-9aca-62ac8f4bab1a,b36437da-260a-4ee5-9228-e79d443b1fb1,"#N/A","#N/A","#N/A","#N/A","Melinda Gates shapes and approves the foundation’s strategies, reviews results, and sets the overall direction of the organization.",jmanningcongagdo+598@gmail.com.invalid,"#N/A","#N/A",Maggy,"#N/A","#N/A",Lesley,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(322) 721-5689,"#N/A","#N/A",Co-Chair and Trustee,Prodly,"#N/A","#N/A",false,false
2d54ac83-2f91-41b2-9417-57cbb4a3d402,50505259-f3bc-4358-a1c2-34f1a8b590df,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+487@gmail.com.invalid,"#N/A","#N/A",Dorella,"#N/A","#N/A",Louie,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",+33 0 1 42 14 20 00,"#N/A","#N/A",COO,Prodly,"#N/A","#N/A",false,false
2db19481-c532-490f-89b8-5137c3713038,b14d662f-b5ed-461e-bf48-b9c027e3f881,"#N/A","#N/A",1973-10-28,"#N/A","Greg Garland is chairman and CEO of Phillips 66, a diversified energy manufacturing and logistics company. A chemical engineer, Garland has more than 30 years of industry experience in technical and executive leadership positions within the oil and natural gas and chemicals industries.",jmanningcongagdo+533@gmail.com.invalid,"#N/A","#N/A",Judie,"#N/A","#N/A",Winfred,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(670) 157-3760,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
2f3ab55e-5183-4500-9253-aa05208164ac,fd43b987-3759-4e80-9aac-f2f9490c3ce6,"#N/A","#N/A","#N/A","#N/A","Chuck Robbins is the Chief Executive Officer of Cisco and a member of its Board of Directors. He assumed the role on July 26, 2015.",jmanningcongagdo+186@gmail.com.invalid,"#N/A","#N/A",Margaux,"#N/A","#N/A",Ephrem,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(452) 563-0143,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
2f7f88c9-e802-459e-aee2-8fcdf39baad2,f7f4beaa-ebc7-4d03-a4f3-73041cc205f0,"#N/A","#N/A","#N/A","#N/A","Michael L. Tipsord was unanimously elected Chairman of the Board on June 13, 2016. He is also President and CEO. His State Farm career started in 1988. Since then, he has held numerous leadership team positions, always driving State Farm to offer increased value to our customers while growing the business.",jmanningcongagdo+86@gmail.com.invalid,"#N/A","#N/A",Brenda,"#N/A","#N/A",Ryon,"#N/A",Bronx,USA,"#N/A","#N/A","#N/A",10451,NY,1 East 161st Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(716) 558-5530,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
2f957ce9-83b6-4e31-bb28-9298db1a9557,85626181-e9e7-4368-8677-61c366cbb9dd,"#N/A","#N/A","#N/A","#N/A","Brian Gladden is Executive Vice President and Chief Financial Officer at Mondelēz International and leads the company’s Finance, M&A, and Best-in-Class Cost Leadership agenda.",jmanningcongagdo+81@gmail.com.invalid,"#N/A","#N/A",Marcille,"#N/A","#N/A",Saxon,"#N/A",Los Angeles,USA,"#N/A","#N/A","#N/A",90012,CA,1000 Elysian Park Avenue,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(685) 942-8782,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
30270dad-4218-4a93-9b01-13491ce7c08c,048b03b2-d152-453c-8216-2b8272a9397f,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+471@gmail.com.invalid,"#N/A","#N/A",Bernelle,"#N/A","#N/A",Oran,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(142) 419-0687,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
30d4370a-3d21-4056-b7df-6b4814e84963,5da5e849-9267-4769-a533-9d8e86855390,"#N/A","#N/A",1975-01-18,"#N/A","D’Arcy F. Rudnay serves as Executive Vice President and Chief Communications Officer for Comcast Corporation. In this role, she reports to and serves as the communications counsel to the Chairman and CEO. She works closely with other members of the executive team and leads the management of the company’s brand, reputation and strategic communications activities across Comcast Corporation.",jmanningcongagdo+226@gmail.com.invalid,"#N/A","#N/A",Glenn,"#N/A","#N/A",Townsend,"#N/A",London,United Kingdom,"#N/A","#N/A","#N/A",EC2N 4AY,"#N/A",110 Bishopsgate,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(735) 868-6124,"#N/A","#N/A",EVP and CCO,Prodly,"#N/A","#N/A",false,false
30e150d3-925a-4cdf-bad1-c3a3678121db,2be610c4-1622-44a9-8438-75e948020c9f,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+559@gmail.com.invalid,"#N/A","#N/A",Tiphany,"#N/A","#N/A",Brandyn,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",+33 0 1 42 14 20 00,"#N/A","#N/A",CIO,Prodly,"#N/A","#N/A",false,false
3132df7e-10a7-4abe-a8ea-88ff03d9827b,e638edbe-bd4c-44e8-89fc-3bd49c98f589,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+491@gmail.com.invalid,"#N/A","#N/A",Ofella,"#N/A","#N/A",Brigg,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",+33 0 1 42 14 20 00,"#N/A","#N/A",CIO,Prodly,"#N/A","#N/A",false,false
31c42aee-dfbb-4f5d-8e6a-e6f84d9c12e8,8bc52755-a508-4930-82eb-496bf3c8c324,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+634@gmail.com.invalid,"#N/A","#N/A",Ashlen,"#N/A","#N/A",Burton,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",011 49 69 3576 6843,"#N/A","#N/A",CIO,Prodly,"#N/A","#N/A",false,false
31f394ef-0d2c-4140-9519-770ac8debc80,d0482442-b495-40a5-8ddc-77f1f695d94f,"#N/A",(03) 7438 7081,"#N/A",Operations,"#N/A",jmanningcongagdo+4@gmail.com.invalid,"#N/A",(03) 7438 7081,Guillemette,"#N/A","#N/A",Johan,"#N/A",Melbourne,Australia,"#N/A","#N/A","#N/A",3000,VIC,200 Elizabeth Street,0415 327 476,Melbourne,Australia,"#N/A","#N/A","#N/A","#N/A",3000,VIC,200 Elizabeth Street,(03) 7438 7081,"#N/A","#N/A","VP, Procurement",Prodly,"#N/A","#N/A",false,false
322f2161-db0e-419e-9c20-d018dad51987,5fc8553f-5340-4afa-9995-cc5c256a1447,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+660@gmail.com.invalid,"#N/A","#N/A",Addy,"#N/A","#N/A",Granville,"#N/A",GLENTHOMPSON,Australia,"#N/A","#N/A","#N/A","#N/A",VIC,32 Railway Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3293,"#N/A","#N/A",(03) 5338 3986,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
32610677-2ff0-436c-a897-1182bd2e121e,dc3a93df-dfdf-4e57-93e5-0f68fe4ee9b9,"#N/A","#N/A","#N/A","#N/A","Umpleby joined Solar Turbines Incorporated in San Diego, California as an associate engineer in 1980.  Solar Turbines is a wholly owned Caterpillar subsidiary and a leading manufacturer of industrial gas turbine systems.",jmanningcongagdo+322@gmail.com.invalid,"#N/A","#N/A",Crissy,"#N/A","#N/A",Neddy,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(804) 805-3806,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
329f7900-5e87-43dd-bbdb-d17b2c7a1b72,2c9cf275-9109-48d9-ba27-1086b95cb748,"#N/A",(02) 7805 6307,"#N/A",Engineering,"#N/A",jmanningcongagdo+98@gmail.com.invalid,"#N/A",(02) 7805 6307,Mildred,"#N/A","#N/A",Ossie,"#N/A",North Sydney,Australia,"#N/A","#N/A","#N/A",2060,NSW,54 McLaren Street,0421 525 301,North Sydney,Australia,"#N/A","#N/A","#N/A","#N/A",2060,NSW,54 McLaren Street,(02) 7805 6307,"#N/A","#N/A",Director of Engineering,Prodly,"#N/A","#N/A",false,false
33535142-f29d-493d-9bfc-93f031123fe6,cc1fb4e2-329b-4007-b352-738725a99c07,"#N/A","#N/A","#N/A","#N/A","Jessica L. Mayer is executive vice president, deputy general counsel & corporate secretary at Cardinal Health.",jmanningcongagdo+139@gmail.com.invalid,"#N/A","#N/A",Margit,"#N/A","#N/A",Bald,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(259) 569-1856,"#N/A","#N/A","EVP, Deputy General Counsel & Corporate Secretary",Prodly,"#N/A","#N/A",false,false
33611968-50a7-4d08-aafa-60d8e231c695,f7526c1c-26bd-4533-ae76-c6e2fec10ad5,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+199@gmail.com.invalid,"#N/A","#N/A",Anabal,"#N/A","#N/A",Ogdon,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",202-555-0106,"#N/A","#N/A",CTO,Prodly,"#N/A","#N/A",false,false
33717c33-19c4-4f54-9e8c-3678bf7bfcd8,3c898fe5-4f40-4010-9f71-409302d54d8f,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+159@gmail.com.invalid,"#N/A","#N/A",Chanda,"#N/A","#N/A",Bartie,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(425)742-4489,"#N/A","#N/A",SVP - Global Sales,Prodly,"#N/A","#N/A",false,false
33c39041-4436-46c0-8d3e-5ed9bfa95e8c,c109dc23-dad4-4699-bf8a-8a2694d617c3,"#N/A",(02) 8014 8315,"#N/A",Operations,"#N/A",jmanningcongagdo+841@gmail.com.invalid,"#N/A",(02) 8014 8315,Felipa,"#N/A","#N/A",Boony,"#N/A",Caringbah,Australia,"#N/A","#N/A","#N/A",1495,NSW,10/33-37 Gannons Rd,0428 151 706,Caringbah,Australia,"#N/A","#N/A","#N/A","#N/A",1495,NSW,10/33-37 Gannons Rd,(02) 8014 8315,"#N/A","#N/A",General Manager,Prodly,"#N/A","#N/A",false,false
33d29ce2-51c4-4513-96f2-2b0785e9035f,9116998f-eb4c-480a-80e0-77343e4df9f4,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+242@gmail.com.invalid,"#N/A","#N/A",Lyndell,"#N/A","#N/A",Heall,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",202-555-0107,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
33deb0a8-8011-4bb0-96c8-78815af6e466,bf131de7-db83-489c-a98f-c2d3229086fe,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+799@gmail.com.invalid,"#N/A","#N/A",Linzy,"#N/A","#N/A",Aksel,"#N/A",CARODA,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,26 Dalgarno Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2347,"#N/A","#N/A",(03) 5338 4035,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
340ecbfd-8235-4ffe-8b46-63dc98d8e5f4,01c66fd6-e690-4164-8322-158293db8cba,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+548@gmail.com.invalid,"#N/A","#N/A",Sophi,"#N/A","#N/A",Delaney,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",011 49 69 3576 6843,"#N/A","#N/A",COO,Prodly,"#N/A","#N/A",false,false
344e2410-fe8b-450f-ab63-d04d9ed4f989,f49eb208-0a70-4dd6-814b-ebfc181c3135,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+75@gmail.com.invalid,"#N/A","#N/A",Ebony,"#N/A","#N/A",Jabez,"#N/A",BARTON BENDISH,UK,"#N/A","#N/A","#N/A",PE33 1YD,"#N/A",97 Gordon Terrace,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",71 4352 5277,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
34860efe-d72d-4b23-8ea3-662281de9e88,3c797f68-a812-4c9d-83a2-6456e9213e9d,"#N/A","#N/A","#N/A","#N/A","Michael Morrison is Senior Vice President, Marketing for Andeavor. Mr. Morrison joined Andeavor in 2016, bringing more than 30 years of experience in the downstream business to his role.",jmanningcongagdo+827@gmail.com.invalid,"#N/A","#N/A",Donnie,"#N/A","#N/A",Bryce,"#N/A",Pittsburgh,USA,"#N/A","#N/A","#N/A",15212,PA,100 Art Rooney Avenue,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(228) 983-3203,"#N/A","#N/A","SVP, Marketing",Prodly,"#N/A","#N/A",false,false
352672ee-09ac-4038-a1cd-e96dc2410923,1314baf4-d6b7-4cbc-85ee-83cdb321887d,"#N/A","#N/A","#N/A","#N/A","Mr. Donald H. Layton, also known as Don, ACIS, LLBm has been the Chief Executive Officer at Federal Home Loan Mortgage Corporation since May 21, 2012. Mr. Layton has been a Senior Advisor of NewOak Capital LLC since March 2010. He has over 35 years of experience in financial services and as a corporate leader. Mr. Layton served as the Head of Finance and Risk Management at JPMorgan Chase & Co. since June 2004 and its Head of Technology since July 2003.",jmanningcongagdo+593@gmail.com.invalid,"#N/A","#N/A",Ema,"#N/A","#N/A",Rufus,"#N/A",Arlington,USA,"#N/A","#N/A","#N/A",76011,TX,1 AT&T Way,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(864) 301-5588,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
3531ad48-ca1e-4ef5-bb5d-e1617d2972aa,b32ce9d4-9560-4ebc-a552-7544cd84f9ef,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+407@gmail.com.invalid,"#N/A","#N/A",Catrina,"#N/A","#N/A",Roman,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(838) 384-2150,"#N/A","#N/A","Senior EVP, Chief Administrative Officer",Prodly,"#N/A","#N/A",false,false
355861cc-1518-44a1-bedf-0a0df7dab7cf,62182832-1860-413c-bff0-d887381c7ac6,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+381@gmail.com.invalid,"#N/A","#N/A",Thia,"#N/A","#N/A",Fabiano,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(566) 679-7377,"#N/A","#N/A",Executive Vice President,Prodly,"#N/A","#N/A",false,false
35b5f4b2-d072-4b7a-93ba-3d5ff00202f3,8bc52755-a508-4930-82eb-496bf3c8c324,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+635@gmail.com.invalid,"#N/A","#N/A",Michel,"#N/A","#N/A",Desmond,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",011 49 69 3576 6843,"#N/A","#N/A",CIO,Prodly,"#N/A","#N/A",false,false
35f7d119-16f6-4d49-a77c-aee5d77e775e,dc3a93df-dfdf-4e57-93e5-0f68fe4ee9b9,"#N/A","#N/A","#N/A","#N/A",Suzette Long is General Counsel and Corporate Secretary of Caterpillar Inc. with responsibility for the Legal Services Division and the Global Government & Corporate Affairs Division of Caterpillar Inc.,jmanningcongagdo+819@gmail.com.invalid,"#N/A","#N/A",Elissa,"#N/A","#N/A",Adler,"#N/A",Oakland,USA,"#N/A","#N/A","#N/A",94621,CA,7000 Coliseum Way,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(773) 200-1978,"#N/A","#N/A",General Counsel and Coperate Secretary,Prodly,"#N/A","#N/A",false,false
364776e6-96a0-4862-9d5b-3163dbf002d7,b8b6050c-135a-491e-9119-30affdbf04f3,"#N/A",(03) 6382 7548,"#N/A",Business Development,"#N/A",jmanningcongagdo+43@gmail.com.invalid,"#N/A",(03) 6382 7548,Reine,"#N/A","#N/A",Smith,"#N/A",Bacchus Marsh,Australia,"#N/A","#N/A","#N/A",3340,VIC,57 Clifton Dr,0428 509 465,Bacchus Marsh,Australia,"#N/A","#N/A","#N/A","#N/A",3340,VIC,57 Clifton Dr,(03) 6382 7548,"#N/A","#N/A","EVP, Business Development",Prodly,"#N/A","#N/A",false,false
3693966e-0adc-41c6-8005-06f4f2fdde81,70c7e29d-2786-4b2c-ab11-484d30ea5aed,"#N/A",(03) 8318 8248,"#N/A",IT,"#N/A",jmanningcongagdo+147@gmail.com.invalid,"#N/A",(03) 8318 8248,Karen,"#N/A","#N/A",Bealle,"#N/A",Kensington,Australia,"#N/A","#N/A","#N/A",3031,VIC,86 Altona St,0420 461 863,Kensington,Australia,"#N/A","#N/A","#N/A","#N/A",3031,VIC,86 Altona St,(03) 8318 8248,"#N/A","#N/A","Director, Information Technology",Prodly,"#N/A","#N/A",false,false
369ca2ff-ba8a-4842-bff2-796c92616153,750734f6-cd28-4a15-9f84-0c4d14d92c4c,"#N/A",(03) 7634 7672,"#N/A",Marketing,"#N/A",jmanningcongagdo+694@gmail.com.invalid,"#N/A",(03) 7634 7672,Lorri,"#N/A","#N/A",Valentijn,"#N/A",Melbourne,Australia,"#N/A","#N/A","#N/A",3000,VIC,350 Collins Street,0421 867 466,Melbourne,Australia,"#N/A","#N/A","#N/A","#N/A",3000,VIC,350 Collins Street,(03) 7634 7672,"#N/A","#N/A",SVP Marketing,Prodly,"#N/A","#N/A",false,false
36e26370-91af-4163-819b-819c091ebaf5,86a5baed-fe3d-4d85-9bea-46cd3c2a6e04,"#N/A","#N/A","#N/A","#N/A","Mark A. Nelson, 54, will become vice president of Midstream, Strategy & Policy for Chevron Corporation on February 1, 2018. He was appointed to this position on September 27, 2017.",jmanningcongagdo+729@gmail.com.invalid,"#N/A","#N/A",Shaina,"#N/A","#N/A",Hagan,"#N/A",Houston,USA,"#N/A","#N/A","#N/A",77504,TX,Reliant Parkway,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(413) 376-8445,"#N/A","#N/A","VP, Strategic Planning",Prodly,"#N/A","#N/A",false,false
3732741e-fe1e-4ec6-9c2b-acb15f9bf516,5faf4444-81b7-49f6-9f1a-9863753d536b,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+24@gmail.com.invalid,"#N/A","#N/A",Phaedra,"#N/A","#N/A",Brant,"#N/A",Marple,UK,"#N/A","#N/A","#N/A",SK6 4HJ,"#N/A",14 Ross Road,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",078 0017 4455,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
38f7806d-0651-420d-be46-229a25effaa8,4149746a-2b7f-4095-a854-de52d62ff012,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+705@gmail.com.invalid,"#N/A","#N/A",Felicity,"#N/A","#N/A",Talbot,"#N/A",KALANG,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,26 Dalgarno Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2454,"#N/A","#N/A",(03) 5338 3996,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
397cbf41-e077-481c-98f5-cfd1c0ee27a2,b114bb2e-f811-48b1-8eda-7c8205ac46ea,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+854@gmail.com.invalid,"#N/A","#N/A",Jeanelle,"#N/A","#N/A",Vasili,"#N/A",GLENTHOMPSON,Australia,"#N/A","#N/A","#N/A","#N/A",VIC,88 Bailey Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3293,"#N/A","#N/A",(03) 5338 4063,"#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
3993c93a-c190-457f-948e-542dabbc6b2b,9bcfd0ac-5f88-4375-824b-739bdda974bb,"#N/A",(02) 7167 8293,"#N/A",Sales,"#N/A",jmanningcongagdo+1@gmail.com.invalid,"#N/A",(02) 7167 8293,Fredi,"#N/A","#N/A",Abie,"#N/A",Sydney,Australia,"#N/A","#N/A","#N/A",2007,NSW,390 Harris Street,0421 168 430,Sydney,Australia,"#N/A","#N/A","#N/A","#N/A",2007,NSW,390 Harris Street,(02) 7167 8293,"#N/A","#N/A",Head of Partner Relations,Prodly,"#N/A","#N/A",false,false
3a733fe0-8206-47d9-bb01-eccd7ee69143,d63f6627-d8f5-495c-99f1-ed04ce3d0ec3,"#N/A","#N/A",1962-11-11,"#N/A","#N/A",jmanningcongagdo+481@gmail.com.invalid,"#N/A","#N/A",Cinnamon,"#N/A","#N/A",Kristian,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",+44 20 5678 9900,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
